P,0.4136,0.27,1.166,0.14,0,0,0,0.28,0,0,0,0.56
C,0.4136,0.27,1.446,0.4136,0.27,1.621,0.07
S,0.4136,0.27,1.621,0.105
C,0.4136,0.41,1.396,0.4136,0.48,1.396,0.05
C,0.4136,0.48,1.396,0.4101,0.48,1.187,0.042
C,0.4101,0.48,1.187,0.4593,0.48,0.8117,0.042
C,0.4136,0.13,1.396,0.4136,0.06,1.396,0.05
C,0.4136,0.06,1.396,0.4706,0.06,1.195,0.042
C,0.4706,0.06,1.195,0.7014,0.06,0.8949,0.042
C,0.4136,0.34,0.8865,0.5804,0.34,0.501,0.07
C,0.5804,0.34,0.501,0.6825,0.34,0.137,0.042
C,0.6749,0.34,0.1153,0.8536,0.34,0.1595,0.028
C,0.4136,0.2,0.8865,0.3889,0.2,0.4672,0.07
C,0.3889,0.2,0.4672,0.07683,0.2,0.2537,0.042
C,0.05824,0.2,0.2585,0.2012,0.2,0.1431,0.028
